Database,Version,Table,Year,Flow,Satellite account,Unit,Region,Sector,Item,Value,Level
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by wind,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by petroleum and other oil derivatives,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by biomass and waste,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by solar photovoltaic,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by coal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by wind,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by petroleum and other oil derivatives,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by biomass and waste,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by solar photovoltaic,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by coal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by wind,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by petroleum and other oil derivatives,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by biomass and waste,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by solar photovoltaic,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by coal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by wind,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by petroleum and other oil derivatives,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by biomass and waste,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by solar photovoltaic,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by coal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by wind,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by petroleum and other oil derivatives,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by biomass and waste,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by solar photovoltaic,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by coal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by wind,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by petroleum and other oil derivatives,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by biomass and waste,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by solar photovoltaic,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by coal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by wind,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by petroleum and other oil derivatives,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by biomass and waste,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by solar photovoltaic,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by coal,3.7579520021794797,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by gas,1.952049793212186,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by nuclear,0.19882685351413515,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by hydro,0.08695343707398069,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by wind,0.5844727740269267,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by petroleum and other oil derivatives,1.8646975793718488,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by biomass and waste,2.19706306042999,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by solar photovoltaic,1.268722177775084,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Commodity,Electricity by Geothermal,1.147424349441805,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by coal,4.800434364325823,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by gas,3.3346113149897647,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by nuclear,0.04952800877744447,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by hydro,0.753328666248008,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by wind,25.115356211844166,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by petroleum and other oil derivatives,0.48714182571227427,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by biomass and waste,2.717437334159212,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by solar photovoltaic,0.7564213471412531,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by solar thermal,0.7291330659122655,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,"Electricity by tide, wave, ocean",0.5861008382615668,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Commodity,Electricity by Geothermal,0.6273849699258235,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by coal,19.044703259187063,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by gas,0.2671134451503749,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by nuclear,0.10745115795887165,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by hydro,0.08784463478654789,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by wind,1.274076016937927,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by petroleum and other oil derivatives,1.6914860727583663,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by biomass and waste,0.5325162299528845,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by solar photovoltaic,0.722995655306185,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BG,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by coal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by gas,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by hydro,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by wind,0.6325586161382079,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by petroleum and other oil derivatives,8.328713229297161,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by biomass and waste,0.22767919002838097,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by solar photovoltaic,0.16830539866742936,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CY,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by coal,3.1684266823205802,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by gas,5.498520481486459,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by nuclear,0.30234319190151615,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by hydro,0.3595681251627708,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by wind,40.71131684488509,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by petroleum and other oil derivatives,3.441648793471249,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by biomass and waste,1.2179418602579046,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by solar photovoltaic,3.7977676001142253,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CZ,Commodity,Electricity by Geothermal,0.2895397831384228,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by coal,6.1814723318301725,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by gas,0.7815679172885248,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by nuclear,0.11750871285144655,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by hydro,0.11906950254087055,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by wind,0.11404622838702315,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by petroleum and other oil derivatives,1.8808852269153284,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by biomass and waste,1.9122925544811156,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by solar photovoltaic,4.43816802110593,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DE,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by coal,0.33815846384192194,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by gas,0.19759103522285054,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by nuclear,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by hydro,0.17356131821928106,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by wind,0.05456722955009074,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by petroleum and other oil derivatives,0.6775709460511616,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by biomass and waste,0.2312216858487723,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by solar photovoltaic,0.9823082944499827,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by solar thermal,1960.5173402717476,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,"Electricity by tide, wave, ocean",8245.288766910167,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,DK,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by coal,16.4625470713364,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by gas,6.317758263357879,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by nuclear,4.278655451713441,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by hydro,0.8630747647142837,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by wind,2.616249501776666,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by petroleum and other oil derivatives,10.655620124156137,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by biomass and waste,3.303526769642124,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by solar photovoltaic,4.254311739763944,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by solar thermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,EE,Commodity,Electricity by Geothermal,0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by coal,6.089865607058652,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by gas,1.3696030634229737,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by nuclear,0.20928741921913252,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by hydro,0.22427641435100878,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by wind,0.4861755965673574,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by petroleum and other oil derivatives,3.3323416592542023,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by biomass and waste,0.6769768537810742,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by solar photovoltaic,0.17617059191656043,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by solar thermal,9.563074259542216,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ES,Commodity,Electricity by Geothermal,0.33923975932409456,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by coal,1.8267088193018985,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by gas,0.9644587768360637,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by nuclear,0.11894018670801891,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by hydro,0.16488789918072744,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by wind,1.1327524873608958,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by petroleum and other oil derivatives,2.1527661263430904,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by biomass and waste,0.3230910403806019,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by solar photovoltaic,16.869400836030128,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by solar thermal,0.2079121422753332,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,"Electricity by tide, wave, ocean",0.0,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FI,Commodity,Electricity by Geothermal,0.20779470578434847,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FR,Commodity,Electricity by coal,4.36683006214101,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FR,Commodity,Electricity by gas,1.7152669051853267,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FR,Commodity,Electricity by nuclear,0.22079303492528082,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FR,Commodity,Electricity by hydro,0.2043129330722225,Commodity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,FR,Commodity,Electricity by wind,0.59638413113549,Commodity
